team,datetime,competition,ranking,possession,total_shots,shots_on_target,big_chances,accurate_passes,accurate_passes_pc,fouls_committed,corners,blocked_shots,shots_inside_box,shots_outside_box,passes,passes_own_half,passes_opp_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,opp,tournament
Belgium,2021-06-17 16:00:00+00:00,EURO Grp. B Round 2 2020,21,47.0,21.0,5.0,1.0,415.0,85.0,8.0,2.0,8.0,15.0,6.0,489.0,191.0,224.0,17.0,40.0,8.0,42.0,14.0,2.0,3.0,0.0,6.0,46.0,12.0,1.0,8.0,2.0,57.0,42.0,58.0,15.0,52.0,15.0,71.0,1037,,Denmark,0
Denmark,2021-06-17 16:00:00+00:00,EURO Grp. B Round 2 2020,3,53.0,6.0,5.0,2.0,479.0,85.0,14.0,4.0,0.0,3.0,3.0,566.0,284.0,195.0,32.0,60.0,1.0,20.0,20.0,2.0,1.0,0.0,5.0,42.0,7.0,8.0,16.0,4.0,44.0,30.0,42.0,14.0,48.0,12.0,75.0,1037,,Belgium,0
Austria,2021-06-17 19:00:00+00:00,EURO Grp. C Round 2 2020,7,47.0,14.0,4.0,5.0,379.0,79.0,13.0,2.0,4.0,10.0,4.0,480.0,200.0,179.0,21.0,41.0,1.0,20.0,17.0,1.0,1.0,0.0,8.0,57.0,9.0,2.0,9.0,1.0,47.0,33.0,49.0,14.0,61.0,10.0,50.0,1038,,Netherlands,0
Netherlands,2021-06-17 19:00:00+00:00,EURO Grp. C Round 2 2020,25,53.0,9.0,1.0,1.0,437.0,82.0,9.0,5.0,2.0,6.0,3.0,531.0,230.0,207.0,16.0,38.0,5.0,24.0,18.0,0.0,2.0,0.0,9.0,56.0,9.0,5.0,4.0,1.0,44.0,35.0,51.0,9.0,39.0,6.0,75.0,1038,,Austria,0
Slovakia,2021-06-18 13:00:00+00:00,EURO Grp. E Round 2 2020,27,42.0,13.0,4.0,2.0,361.0,84.0,16.0,7.0,4.0,8.0,5.0,432.0,167.0,194.0,16.0,39.0,5.0,23.0,16.0,1.0,1.0,0.0,4.0,40.0,6.0,5.0,23.0,0.0,49.0,30.0,47.0,19.0,40.0,14.0,78.0,1039,,Sweden,0
Sweden,2021-06-18 13:00:00+00:00,EURO Grp. E Round 2 2020,48,58.0,10.0,0.0,0.0,537.0,88.0,7.0,6.0,5.0,7.0,3.0,609.0,352.0,185.0,29.0,56.0,5.0,24.0,14.0,3.0,3.0,0.0,8.0,80.0,4.0,4.0,21.0,3.0,62.0,34.0,53.0,28.0,60.0,9.0,53.0,1039,,Slovakia,0
Czechia,2021-06-18 16:00:00+00:00,EURO Grp. D Round 2 2020,10,49.0,11.0,2.0,1.0,351.0,82.0,7.0,4.0,3.0,6.0,5.0,430.0,206.0,145.0,31.0,53.0,3.0,19.0,20.0,1.0,1.0,0.0,3.0,43.0,11.0,3.0,14.0,0.0,40.0,29.0,53.0,11.0,46.0,10.0,71.0,1040,,Croatia,0
Croatia,2021-06-18 16:00:00+00:00,EURO Grp. D Round 2 2020,36,51.0,11.0,1.0,1.0,351.0,79.0,12.0,4.0,3.0,8.0,3.0,446.0,186.0,165.0,24.0,44.0,6.0,30.0,22.0,2.0,3.0,0.0,7.0,58.0,4.0,3.0,13.0,1.0,39.0,26.0,47.0,13.0,54.0,7.0,70.0,1040,,Czechia,0
Scotland,2021-06-18 19:00:00+00:00,EURO Grp. D Round 2 2020,4,60.0,9.0,1.0,3.0,498.0,89.0,13.0,6.0,2.0,7.0,2.0,559.0,236.0,262.0,27.0,53.0,5.0,33.0,12.0,2.0,0.0,0.0,10.0,83.0,2.0,6.0,8.0,1.0,54.0,35.0,56.0,19.0,51.0,11.0,61.0,1041,,England,0
England,2021-06-18 19:00:00+00:00,EURO Grp. D Round 2 2020,39,40.0,11.0,2.0,0.0,299.0,81.0,14.0,5.0,6.0,7.0,4.0,367.0,143.0,156.0,31.0,53.0,4.0,25.0,10.0,0.0,2.0,0.0,9.0,60.0,5.0,2.0,16.0,1.0,46.0,28.0,44.0,18.0,49.0,4.0,57.0,1041,,Scotland,0
Italy,2021-06-11 19:00:00+00:00,EURO Grp. A Round 1,40,37.0,3.0,0.0,1.0,282.0,78.0,10.0,2.0,2.0,3.0,0.0,360.0,205.0,77.0,24.0,36.0,2.0,25.0,12.0,2.0,2.0,0.0,6.0,55.0,17.0,5.0,26.0,6.0,36.0,25.0,50.0,11.0,52.0,6.0,75.0,1042,,Türkiye,0
Türkiye,2021-06-11 19:00:00+00:00,EURO Grp. A Round 1,9,63.0,24.0,8.0,2.0,536.0,87.0,8.0,8.0,5.0,15.0,9.0,616.0,212.0,324.0,20.0,48.0,6.0,24.0,33.0,4.0,0.0,0.0,4.0,80.0,13.0,2.0,4.0,0.0,35.0,25.0,50.0,10.0,48.0,10.0,67.0,1042,,Italy,0
Switzerland,2021-06-12 13:00:00+00:00,EURO Grp. A Round 1 2020,29,36.0,9.0,2.0,0.0,232.0,82.0,6.0,4.0,6.0,7.0,2.0,283.0,121.0,111.0,26.0,55.0,5.0,28.0,11.0,0.0,1.0,0.0,3.0,43.0,9.0,6.0,28.0,3.0,35.0,18.0,44.0,17.0,47.0,2.0,40.0,1043,,Wales,0
Wales,2021-06-12 13:00:00+00:00,EURO Grp. A Round 1 2020,19,64.0,18.0,4.0,4.0,458.0,88.0,9.0,12.0,7.0,12.0,6.0,519.0,256.0,202.0,21.0,53.0,9.0,36.0,17.0,4.0,2.0,0.0,8.0,73.0,6.0,6.0,10.0,1.0,42.0,23.0,56.0,19.0,53.0,8.0,67.0,1043,,Switzerland,0
Finland,2021-06-12 18:30:00+00:00,EURO Grp. B Round 1 2020,21,70.0,22.0,6.0,1.0,540.0,85.0,11.0,9.0,6.0,14.0,8.0,633.0,173.0,367.0,19.0,49.0,6.0,18.0,18.0,0.0,0.0,0.0,4.0,40.0,8.0,0.0,5.0,0.0,51.0,24.0,47.0,27.0,60.0,3.0,30.0,1044,,Denmark,0
Denmark,2021-06-12 18:30:00+00:00,EURO Grp. B Round 1 2020,61,30.0,1.0,1.0,1.0,192.0,68.0,12.0,0.0,0.0,1.0,0.0,283.0,134.0,58.0,17.0,29.0,1.0,17.0,19.0,1.0,2.0,0.0,7.0,41.0,22.0,6.0,33.0,6.0,45.0,27.0,53.0,18.0,40.0,2.0,40.0,1044,,Finland,0
Russia,2021-06-12 19:00:00+00:00,EURO Grp. B Round 1 2020,3,66.0,9.0,4.0,3.0,647.0,90.0,9.0,2.0,2.0,6.0,3.0,721.0,382.0,265.0,22.0,54.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,88.0,9.0,1.0,14.0,1.0,47.0,29.0,45.0,18.0,69.0,12.0,48.0,1045,,Belgium,0
Belgium,2021-06-12 19:00:00+00:00,EURO Grp. B Round 1 2020,35,34.0,5.0,1.0,0.0,263.0,74.0,11.0,4.0,1.0,2.0,3.0,354.0,162.0,101.0,22.0,37.0,3.0,19.0,20.0,4.0,0.0,0.0,17.0,74.0,7.0,2.0,16.0,1.0,43.0,35.0,55.0,8.0,31.0,4.0,57.0,1045,,Russia,0
Croatia,2021-06-13 13:00:00+00:00,EURO Grp. D Round 1 2020,4,50.0,8.0,2.0,2.0,381.0,84.0,9.0,1.0,2.0,4.0,4.0,453.0,218.0,163.0,17.0,33.0,1.0,20.0,14.0,2.0,1.0,0.0,3.0,27.0,11.0,1.0,7.0,2.0,36.0,25.0,44.0,11.0,52.0,6.0,40.0,1046,,England,0
England,2021-06-13 13:00:00+00:00,EURO Grp. D Round 1 2020,10,50.0,8.0,2.0,0.0,384.0,84.0,10.0,1.0,1.0,4.0,4.0,457.0,224.0,160.0,24.0,51.0,2.0,17.0,21.0,2.0,3.0,0.0,7.0,39.0,3.0,2.0,10.0,1.0,42.0,32.0,56.0,10.0,48.0,6.0,67.0,1046,,Croatia,0
North Macedonia,2021-06-13 16:00:00+00:00,EURO Grp. C Round 1 2020,25,63.0,10.0,6.0,5.0,466.0,84.0,13.0,4.0,2.0,7.0,3.0,556.0,223.0,243.0,39.0,62.0,6.0,33.0,29.0,1.0,1.0,0.0,13.0,72.0,8.0,2.0,6.0,1.0,57.0,39.0,48.0,18.0,56.0,6.0,30.0,1047,,Austria,0
Austria,2021-06-13 16:00:00+00:00,EURO Grp. C Round 1 2020,69,37.0,7.0,2.0,1.0,241.0,72.0,16.0,0.0,2.0,5.0,2.0,333.0,140.0,101.0,30.0,47.0,1.0,25.0,28.0,0.0,2.0,0.0,11.0,50.0,8.0,1.0,19.0,3.0,57.0,43.0,52.0,14.0,44.0,7.0,54.0,1047,,North Macedonia,0
Ukraine,2021-06-13 19:00:00+00:00,EURO Grp. C Round 1 2020,7,62.0,15.0,7.0,3.0,593.0,90.0,8.0,5.0,4.0,8.0,7.0,661.0,227.0,366.0,21.0,54.0,4.0,29.0,21.0,2.0,0.0,0.0,6.0,60.0,6.0,1.0,8.0,3.0,41.0,31.0,42.0,10.0,56.0,13.0,48.0,1048,,Netherlands,0
Netherlands,2021-06-13 19:00:00+00:00,EURO Grp. C Round 1 2020,22,38.0,7.0,5.0,1.0,339.0,82.0,8.0,1.0,1.0,3.0,4.0,414.0,206.0,133.0,23.0,51.0,3.0,43.0,10.0,1.0,1.0,0.0,12.0,43.0,14.0,4.0,21.0,4.0,51.0,43.0,58.0,8.0,44.0,7.0,70.0,1048,,Ukraine,0
Czechia,2021-06-14 13:00:00+00:00,EURO Grp. D Round 1 2020,39,58.0,19.0,4.0,2.0,358.0,76.0,6.0,6.0,11.0,14.0,5.0,471.0,203.0,155.0,27.0,41.0,10.0,37.0,26.0,1.0,0.0,0.0,5.0,56.0,12.0,0.0,10.0,5.0,62.0,30.0,53.0,32.0,56.0,15.0,75.0,1049,,Scotland,0
Scotland,2021-06-14 13:00:00+00:00,EURO Grp. D Round 1 2020,36,42.0,10.0,7.0,2.0,241.0,69.0,6.0,6.0,0.0,7.0,3.0,348.0,112.0,129.0,20.0,31.0,7.0,37.0,30.0,2.0,0.0,0.0,6.0,43.0,12.0,11.0,30.0,5.0,52.0,27.0,47.0,25.0,44.0,7.0,64.0,1049,,Czechia,0
Slovakia,2021-06-14 16:00:00+00:00,EURO Grp. E Round 1 2020,28,57.0,17.0,3.0,1.0,457.0,86.0,15.0,5.0,4.0,8.0,9.0,532.0,177.0,280.0,20.0,74.0,9.0,26.0,25.0,0.0,0.0,1.0,3.0,27.0,6.0,5.0,7.0,1.0,51.0,33.0,50.0,18.0,53.0,9.0,60.0,1050,,Poland,0
Poland,2021-06-14 16:00:00+00:00,EURO Grp. E Round 1 2020,48,43.0,11.0,2.0,0.0,335.0,82.0,13.0,2.0,5.0,5.0,6.0,410.0,216.0,119.0,21.0,43.0,5.0,50.0,14.0,1.0,1.0,0.0,6.0,60.0,19.0,3.0,31.0,2.0,49.0,33.0,50.0,16.0,47.0,9.0,47.0,1050,,Slovakia,0
Sweden,2021-06-14 19:00:00+00:00,EURO Grp. E Round 1 2020,8,85.0,17.0,5.0,5.0,829.0,90.0,7.0,6.0,4.0,11.0,6.0,917.0,262.0,567.0,44.0,86.0,7.0,24.0,17.0,2.0,0.0,0.0,7.0,58.0,3.0,2.0,6.0,0.0,45.0,29.0,67.0,16.0,55.0,6.0,67.0,1051,,Spain,0
Spain,2021-06-14 19:00:00+00:00,EURO Grp. E Round 1 2020,27,15.0,4.0,1.0,2.0,89.0,55.0,11.0,1.0,1.0,2.0,2.0,162.0,57.0,32.0,11.0,20.0,0.0,0.0,16.0,1.0,1.0,0.0,2.0,40.0,21.0,4.0,37.0,5.0,27.0,14.0,33.0,13.0,45.0,3.0,38.0,1051,,Sweden,0
Saudi Arabia,2018-06-14 15:00:00+00:00,World Cup,35,39.0,14.0,7.0,3.0,251.0,73.0,22.0,6.0,4.0,11.0,3.0,345.0,100.0,151.0,39.0,58.0,3.0,20.0,29.0,3.0,1.0,0.0,15.0,63.0,11.0,3.0,16.0,0.0,82.0,45.0,46.0,37.0,74.0,12.0,86.0,1052,28.0,Russia,1
Russia,2018-06-14 15:00:00+00:00,World Cup,53,61.0,6.0,0.0,0.0,451.0,81.0,10.0,2.0,3.0,4.0,2.0,557.0,251.0,200.0,38.0,44.0,1.0,17.0,30.0,1.0,1.0,0.0,18.0,75.0,8.0,4.0,21.0,2.0,65.0,52.0,54.0,13.0,26.0,7.0,35.0,1052,6.0,Saudi Arabia,1
Iran,2018-06-15 15:00:00+00:00,World Cup,13,68.0,13.0,3.0,0.0,374.0,81.0,22.0,5.0,4.0,9.0,4.0,461.0,219.0,155.0,23.0,39.0,3.0,20.0,19.0,0.0,1.0,0.0,7.0,70.0,4.0,1.0,17.0,2.0,57.0,32.0,41.0,25.0,58.0,10.0,50.0,1053,21.0,Morocco,1
Morocco,2018-06-15 15:00:00+00:00,World Cup,20,32.0,9.0,2.0,1.0,127.0,58.0,14.0,2.0,1.0,5.0,4.0,218.0,68.0,59.0,19.0,30.0,0.0,0.0,29.0,0.0,3.0,0.0,10.0,50.0,11.0,4.0,26.0,3.0,65.0,47.0,59.0,18.0,42.0,8.0,80.0,1053,10.0,Iran,1
Spain,2018-06-15 18:00:00+00:00,World Cup,6,34.0,9.0,3.0,1.0,307.0,83.0,12.0,4.0,3.0,3.0,6.0,372.0,144.0,163.0,38.0,58.0,4.0,31.0,18.0,1.0,1.0,0.0,9.0,60.0,5.0,2.0,8.0,3.0,49.0,32.0,46.0,17.0,61.0,7.0,58.0,1054,15.0,Portugal,1
Portugal,2018-06-15 18:00:00+00:00,World Cup,8,66.0,13.0,6.0,1.0,700.0,92.0,10.0,5.0,2.0,9.0,4.0,759.0,313.0,387.0,25.0,60.0,3.0,23.0,21.0,3.0,1.0,0.0,10.0,77.0,10.0,3.0,9.0,0.0,49.0,38.0,54.0,11.0,39.0,14.0,64.0,1054,22.0,Spain,1
Nigeria,2018-06-16 19:00:00+00:00,World Cup,10,55.0,11.0,2.0,2.0,384.0,79.0,20.0,6.0,2.0,7.0,4.0,484.0,214.0,170.0,30.0,46.0,5.0,23.0,12.0,2.0,2.0,0.0,5.0,36.0,8.0,5.0,31.0,2.0,63.0,33.0,37.0,30.0,63.0,8.0,47.0,1055,16.0,Croatia,1
Croatia,2018-06-16 19:00:00+00:00,World Cup,30,45.0,14.0,2.0,0.0,309.0,78.0,16.0,5.0,5.0,10.0,4.0,398.0,179.0,130.0,22.0,36.0,3.0,19.0,18.0,1.0,1.0,0.0,10.0,59.0,11.0,2.0,20.0,1.0,74.0,56.0,63.0,18.0,38.0,20.0,74.0,1055,18.0,Nigeria,1
Uruguay,2018-06-15 12:00:00+00:00,World Cup,37,41.0,8.0,3.0,0.0,313.0,74.0,12.0,0.0,2.0,4.0,4.0,424.0,141.0,172.0,20.0,32.0,2.0,18.0,25.0,1.0,2.0,0.0,11.0,48.0,22.0,3.0,18.0,4.0,45.0,33.0,44.0,12.0,32.0,4.0,40.0,1056,14.0,Egypt,1
Egypt,2018-06-15 12:00:00+00:00,World Cup,15,59.0,15.0,5.0,4.0,503.0,86.0,6.0,5.0,4.0,8.0,7.0,588.0,238.0,265.0,39.0,64.0,6.0,27.0,18.0,1.0,0.0,0.0,12.0,63.0,29.0,2.0,17.0,3.0,67.0,42.0,56.0,25.0,68.0,11.0,69.0,1056,28.0,Uruguay,1
Australia,2018-06-16 10:00:00+00:00,World Cup,2,55.0,12.0,5.0,1.0,426.0,84.0,16.0,5.0,2.0,6.0,6.0,508.0,182.0,244.0,42.0,67.0,2.0,13.0,30.0,0.0,1.0,0.0,11.0,73.0,5.0,2.0,22.0,1.0,54.0,40.0,48.0,14.0,52.0,8.0,47.0,1057,16.0,France,1
France,2018-06-16 10:00:00+00:00,World Cup,24,45.0,6.0,1.0,1.0,321.0,79.0,19.0,1.0,2.0,4.0,2.0,407.0,222.0,99.0,22.0,37.0,3.0,33.0,16.0,0.0,3.0,0.0,13.0,54.0,8.0,2.0,43.0,4.0,56.0,43.0,52.0,13.0,48.0,5.0,63.0,1057,8.0,Australia,1
Iceland,2018-06-16 13:00:00+00:00,World Cup,1,78.0,27.0,7.0,1.0,673.0,89.0,10.0,10.0,10.0,12.0,15.0,752.0,203.0,470.0,20.0,57.0,8.0,33.0,16.0,0.0,0.0,0.0,10.0,77.0,5.0,1.0,24.0,1.0,65.0,43.0,53.0,22.0,51.0,17.0,74.0,1058,46.0,Argentina,1
Argentina,2018-06-16 13:00:00+00:00,World Cup,72,22.0,8.0,2.0,2.0,132.0,63.0,15.0,2.0,1.0,5.0,3.0,209.0,58.0,74.0,17.0,29.0,2.0,22.0,12.0,0.0,0.0,0.0,11.0,52.0,23.0,9.0,36.0,6.0,59.0,38.0,47.0,21.0,49.0,9.0,64.0,1058,15.0,Iceland,1
Denmark,2018-06-16 16:00:00+00:00,World Cup,32,53.0,17.0,6.0,1.0,341.0,82.0,10.0,3.0,2.0,13.0,4.0,418.0,143.0,198.0,35.0,56.0,5.0,31.0,21.0,5.0,1.0,0.0,8.0,62.0,5.0,2.0,21.0,2.0,62.0,37.0,53.0,25.0,47.0,9.0,82.0,1059,30.0,Peru,1
Peru,2018-06-16 16:00:00+00:00,World Cup,21,47.0,10.0,3.0,2.0,289.0,79.0,18.0,7.0,2.0,4.0,6.0,364.0,142.0,147.0,23.0,43.0,1.0,6.0,17.0,3.0,2.0,0.0,13.0,76.0,8.0,2.0,24.0,6.0,61.0,33.0,47.0,28.0,53.0,8.0,67.0,1059,12.0,Denmark,1
Serbia,2018-06-17 12:00:00+00:00,World Cup,52,52.0,10.0,3.0,1.0,359.0,80.0,18.0,5.0,4.0,5.0,5.0,449.0,167.0,192.0,30.0,44.0,5.0,23.0,22.0,1.0,2.0,0.0,11.0,55.0,15.0,1.0,20.0,2.0,67.0,44.0,45.0,23.0,47.0,9.0,43.0,1060,18.0,Costa Rica,1
Costa Rica,2018-06-17 12:00:00+00:00,World Cup,33,48.0,10.0,3.0,1.0,326.0,78.0,15.0,4.0,1.0,5.0,5.0,418.0,149.0,177.0,29.0,48.0,5.0,33.0,25.0,3.0,2.0,0.0,17.0,68.0,5.0,4.0,22.0,3.0,79.0,53.0,55.0,26.0,53.0,11.0,65.0,1060,21.0,Serbia,1
Mexico,2018-06-17 15:00:00+00:00,World Cup,16,66.0,26.0,9.0,0.0,518.0,87.0,10.0,8.0,9.0,12.0,14.0,596.0,151.0,367.0,36.0,64.0,5.0,18.0,17.0,1.0,2.0,0.0,7.0,58.0,9.0,2.0,5.0,3.0,46.0,32.0,41.0,14.0,52.0,7.0,64.0,1061,42.0,Germany,1
Germany,2018-06-17 15:00:00+00:00,World Cup,14,34.0,13.0,4.0,1.0,232.0,76.0,16.0,1.0,2.0,5.0,8.0,304.0,111.0,121.0,30.0,45.0,2.0,25.0,21.0,1.0,2.0,0.0,14.0,67.0,19.0,8.0,29.0,9.0,59.0,46.0,59.0,13.0,48.0,16.0,67.0,1061,19.0,Mexico,1
Switzerland,2018-06-17 18:00:00+00:00,World Cup,5,55.0,21.0,5.0,3.0,478.0,88.0,11.0,7.0,6.0,12.0,9.0,544.0,256.0,222.0,15.0,52.0,5.0,25.0,11.0,1.0,1.0,0.0,7.0,64.0,11.0,0.0,13.0,1.0,58.0,46.0,55.0,12.0,50.0,16.0,62.0,1062,29.0,Brazil,1
Brazil,2018-06-17 18:00:00+00:00,World Cup,19,45.0,6.0,2.0,1.0,362.0,80.0,19.0,2.0,0.0,3.0,3.0,453.0,193.0,169.0,25.0,45.0,2.0,17.0,20.0,0.0,3.0,0.0,13.0,54.0,13.0,6.0,19.0,3.0,49.0,37.0,45.0,12.0,50.0,4.0,31.0,1062,7.0,Switzerland,1
South Korea,2018-06-18 12:00:00+00:00,World Cup,27,56.0,15.0,4.0,3.0,362.0,81.0,20.0,6.0,6.0,9.0,6.0,447.0,168.0,194.0,29.0,52.0,4.0,20.0,28.0,1.0,1.0,0.0,7.0,44.0,10.0,3.0,20.0,0.0,73.0,46.0,52.0,27.0,56.0,9.0,82.0,1063,26.0,Sweden,1
Sweden,2018-06-18 12:00:00+00:00,World Cup,23,44.0,5.0,0.0,0.0,281.0,78.0,23.0,5.0,3.0,3.0,2.0,359.0,131.0,150.0,30.0,45.0,3.0,23.0,19.0,0.0,2.0,0.0,11.0,92.0,15.0,6.0,31.0,3.0,63.0,42.0,48.0,21.0,44.0,10.0,59.0,1063,11.0,South Korea,1
Panama,2018-06-18 15:00:00+00:00,World Cup,3,62.0,15.0,6.0,3.0,485.0,85.0,17.0,9.0,2.0,10.0,5.0,568.0,228.0,257.0,21.0,42.0,2.0,11.0,23.0,1.0,3.0,0.0,9.0,75.0,6.0,1.0,8.0,2.0,56.0,38.0,50.0,18.0,64.0,8.0,53.0,1064,34.0,Belgium,1
Belgium,2018-06-18 15:00:00+00:00,World Cup,45,38.0,7.0,2.0,1.0,283.0,80.0,18.0,3.0,1.0,3.0,4.0,354.0,126.0,157.0,30.0,54.0,3.0,30.0,9.0,2.0,5.0,0.0,10.0,59.0,12.0,1.0,25.0,3.0,48.0,38.0,50.0,10.0,36.0,5.0,42.0,1064,7.0,Panama,1
England,2018-06-18 18:00:00+00:00,World Cup,41,39.0,6.0,1.0,1.0,273.0,78.0,14.0,2.0,2.0,3.0,3.0,352.0,193.0,80.0,22.0,35.0,3.0,75.0,13.0,2.0,0.0,0.0,12.0,60.0,10.0,3.0,15.0,5.0,44.0,36.0,48.0,8.0,26.0,9.0,64.0,1065,5.0,Tunisia,1
Tunisia,2018-06-18 18:00:00+00:00,World Cup,4,61.0,18.0,8.0,5.0,457.0,86.0,8.0,7.0,2.0,14.0,4.0,531.0,230.0,227.0,41.0,65.0,10.0,45.0,26.0,3.0,1.0,0.0,6.0,50.0,7.0,2.0,4.0,0.0,62.0,39.0,52.0,23.0,74.0,14.0,67.0,1065,38.0,England,1
Japan,2018-06-19 12:00:00+00:00,World Cup,12,39.0,8.0,3.0,2.0,291.0,77.0,15.0,3.0,4.0,5.0,3.0,377.0,155.0,136.0,24.0,47.0,4.0,33.0,32.0,2.0,2.0,1.0,15.0,83.0,10.0,2.0,19.0,4.0,53.0,32.0,41.0,21.0,48.0,6.0,35.0,1066,12.0,Colombia,1
Colombia,2018-06-19 12:00:00+00:00,World Cup,18,61.0,14.0,6.0,4.0,517.0,87.0,9.0,6.0,3.0,12.0,2.0,596.0,218.0,299.0,22.0,49.0,4.0,24.0,16.0,1.0,1.0,0.0,13.0,59.0,7.0,4.0,19.0,2.0,69.0,46.0,59.0,23.0,52.0,10.0,77.0,1066,17.0,Japan,1
Senegal,2018-06-19 15:00:00+00:00,World Cup,28,61.0,11.0,4.0,1.0,469.0,83.0,8.0,3.0,1.0,6.0,5.0,567.0,281.0,188.0,40.0,65.0,3.0,30.0,20.0,3.0,1.0,0.0,12.0,100.0,6.0,2.0,17.0,1.0,48.0,30.0,53.0,18.0,50.0,4.0,57.0,1067,21.0,Poland,1
Poland,2018-06-19 15:00:00+00:00,World Cup,17,39.0,8.0,2.0,1.0,279.0,78.0,15.0,3.0,2.0,5.0,3.0,359.0,133.0,146.0,29.0,40.0,2.0,18.0,16.0,2.0,2.0,0.0,8.0,73.0,15.0,1.0,21.0,3.0,45.0,27.0,47.0,18.0,50.0,8.0,53.0,1067,15.0,Senegal,1
Egypt,2018-06-19 18:00:00+00:00,World Cup,35,49.0,11.0,3.0,2.0,304.0,72.0,11.0,7.0,2.0,4.0,7.0,421.0,113.0,191.0,21.0,33.0,6.0,23.0,27.0,0.0,1.0,0.0,13.0,62.0,18.0,3.0,27.0,0.0,68.0,36.0,53.0,32.0,56.0,7.0,58.0,1068,20.0,Russia,1
Russia,2018-06-19 18:00:00+00:00,World Cup,37,51.0,13.0,1.0,1.0,342.0,78.0,10.0,4.0,4.0,7.0,6.0,437.0,143.0,199.0,27.0,41.0,7.0,33.0,29.0,0.0,1.0,0.0,12.0,80.0,22.0,2.0,30.0,1.0,57.0,32.0,47.0,25.0,44.0,7.0,47.0,1068,23.0,Egypt,1
Morocco,2018-06-20 12:00:00+00:00,World Cup,6,45.0,10.0,2.0,2.0,284.0,72.0,19.0,5.0,4.0,4.0,6.0,396.0,161.0,123.0,31.0,42.0,3.0,25.0,13.0,1.0,1.0,0.0,19.0,66.0,5.0,2.0,27.0,4.0,79.0,57.0,51.0,22.0,46.0,8.0,57.0,1069,9.0,Portugal,1
Portugal,2018-06-20 12:00:00+00:00,World Cup,13,55.0,15.0,4.0,0.0,357.0,76.0,23.0,7.0,2.0,11.0,4.0,467.0,146.0,211.0,28.0,47.0,9.0,28.0,32.0,1.0,1.0,0.0,11.0,55.0,10.0,4.0,9.0,1.0,80.0,54.0,49.0,26.0,54.0,18.0,60.0,1069,30.0,Morocco,1
Saudi Arabia,2018-06-20 15:00:00+00:00,World Cup,15,47.0,13.0,3.0,3.0,426.0,85.0,10.0,3.0,4.0,9.0,4.0,502.0,218.0,208.0,21.0,50.0,6.0,46.0,23.0,1.0,0.0,0.0,8.0,42.0,10.0,2.0,13.0,2.0,46.0,38.0,51.0,8.0,57.0,7.0,70.0,1070,20.0,Uruguay,1
Uruguay,2018-06-20 15:00:00+00:00,World Cup,53,53.0,8.0,2.0,0.0,481.0,87.0,13.0,4.0,2.0,3.0,5.0,553.0,204.0,277.0,46.0,64.0,4.0,21.0,24.0,2.0,0.0,0.0,8.0,47.0,9.0,3.0,14.0,2.0,42.0,36.0,49.0,6.0,43.0,10.0,53.0,1070,10.0,Saudi Arabia,1
Spain,2018-06-20 18:00:00+00:00,World Cup,20,22.0,7.0,0.0,1.0,139.0,64.0,14.0,2.0,0.0,5.0,2.0,216.0,83.0,56.0,23.0,38.0,4.0,29.0,16.0,2.0,2.0,0.0,11.0,69.0,12.0,9.0,38.0,2.0,54.0,39.0,51.0,15.0,43.0,10.0,77.0,1071,11.0,Iran,1
Iran,2018-06-20 18:00:00+00:00,World Cup,8,78.0,18.0,5.0,1.0,702.0,90.0,14.0,6.0,8.0,10.0,8.0,777.0,212.0,490.0,29.0,67.0,2.0,10.0,22.0,1.0,0.0,0.0,5.0,63.0,5.0,0.0,14.0,0.0,58.0,38.0,49.0,20.0,57.0,17.0,74.0,1071,35.0,Spain,1
Australia,2018-06-21 12:00:00+00:00,World Cup,21,47.0,10.0,5.0,1.0,388.0,86.0,7.0,3.0,0.0,7.0,3.0,453.0,176.0,212.0,24.0,53.0,6.0,46.0,20.0,1.0,2.0,0.0,12.0,60.0,11.0,4.0,26.0,3.0,56.0,33.0,51.0,23.0,47.0,8.0,53.0,1072,24.0,Denmark,1
Denmark,2018-06-21 12:00:00+00:00,World Cup,24,53.0,13.0,4.0,1.0,423.0,84.0,5.0,5.0,5.0,8.0,5.0,504.0,235.0,188.0,29.0,48.0,6.0,27.0,20.0,0.0,0.0,0.0,9.0,75.0,6.0,0.0,18.0,5.0,58.0,32.0,49.0,26.0,53.0,15.0,63.0,1072,21.0,Australia,1
Peru,2018-06-21 15:00:00+00:00,World Cup,2,44.0,12.0,4.0,2.0,308.0,78.0,11.0,5.0,2.0,9.0,3.0,396.0,140.0,168.0,37.0,57.0,2.0,15.0,26.0,0.0,2.0,0.0,15.0,68.0,19.0,2.0,23.0,2.0,75.0,51.0,57.0,24.0,73.0,15.0,65.0,1073,23.0,France,1
