team,datetime,competition,ranking,possession,total_shots,shots_on_target,big_chances,accurate_passes,accurate_passes_pc,fouls_committed,corners,blocked_shots,shots_inside_box,shots_outside_box,passes,passes_own_half,passes_opp_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,opp,tournament
Poland,2022-11-26 13:00:00+00:00,World Cup,53,64.0,16.0,5.0,3.0,456.0,85.0,15.0,5.0,3.0,9.0,7.0,537.0,188.0,268.0,27.0,60.0,3.0,15.0,20.0,0.0,2.0,0.0,9.0,64.0,9.0,2.0,11.0,1.0,57.0,37.0,54.0,20.0,57.0,7.0,64.0,1777,,Saudi Arabia,1
Denmark,2022-11-26 16:00:00+00:00,World Cup,2,48.0,21.0,7.0,4.0,421.0,86.0,4.0,6.0,8.0,16.0,5.0,491.0,220.0,201.0,33.0,56.0,9.0,45.0,22.0,1.0,1.0,0.0,12.0,60.0,10.0,2.0,14.0,1.0,48.0,39.0,58.0,9.0,39.0,10.0,56.0,1778,,France,1
France,2022-11-26 16:00:00+00:00,World Cup,21,52.0,10.0,2.0,1.0,456.0,86.0,9.0,4.0,2.0,5.0,5.0,528.0,239.0,217.0,33.0,61.0,4.0,25.0,22.0,1.0,2.0,0.0,12.0,63.0,5.0,8.0,19.0,4.0,42.0,28.0,42.0,14.0,61.0,5.0,33.0,1778,,Denmark,1
Mexico,2022-11-26 19:00:00+00:00,World Cup,1,58.0,5.0,2.0,0.0,446.0,84.0,15.0,4.0,0.0,2.0,3.0,528.0,229.0,217.0,9.0,28.0,2.0,15.0,21.0,2.0,1.0,0.0,5.0,36.0,7.0,1.0,16.0,1.0,57.0,42.0,55.0,15.0,52.0,10.0,53.0,1779,,Argentina,1
Argentina,2022-11-26 19:00:00+00:00,World Cup,14,42.0,4.0,1.0,0.0,284.0,77.0,19.0,2.0,1.0,1.0,3.0,370.0,164.0,120.0,17.0,36.0,3.0,20.0,19.0,4.0,4.0,0.0,11.0,61.0,13.0,0.0,16.0,0.0,48.0,34.0,45.0,14.0,48.0,2.0,25.0,1779,,Mexico,1
Costa Rica,2022-11-27 10:00:00+00:00,World Cup,18,57.0,13.0,3.0,0.0,505.0,87.0,22.0,5.0,7.0,6.0,7.0,582.0,201.0,304.0,19.0,42.0,1.0,7.0,19.0,0.0,3.0,0.0,8.0,47.0,4.0,1.0,7.0,0.0,49.0,37.0,41.0,12.0,48.0,11.0,52.0,1780,,Japan,1
Japan,2022-11-27 10:00:00+00:00,World Cup,52,43.0,4.0,1.0,0.0,353.0,80.0,9.0,0.0,1.0,1.0,3.0,443.0,260.0,93.0,25.0,36.0,0.0,0.0,15.0,2.0,3.0,0.0,10.0,40.0,9.0,6.0,19.0,3.0,66.0,53.0,59.0,13.0,52.0,7.0,64.0,1780,,Costa Rica,1
Morocco,2022-11-27 13:00:00+00:00,World Cup,3,67.0,10.0,3.0,2.0,577.0,88.0,10.0,9.0,2.0,5.0,5.0,652.0,373.0,204.0,22.0,63.0,3.0,14.0,18.0,3.0,1.0,0.0,9.0,60.0,7.0,0.0,5.0,2.0,50.0,35.0,48.0,15.0,58.0,6.0,32.0,1781,,Belgium,1
Belgium,2022-11-27 13:00:00+00:00,World Cup,13,33.0,10.0,4.0,1.0,274.0,84.0,14.0,1.0,0.0,6.0,4.0,328.0,188.0,86.0,26.0,52.0,3.0,38.0,8.0,3.0,1.0,0.0,14.0,64.0,9.0,2.0,21.0,3.0,49.0,38.0,52.0,11.0,42.0,7.0,50.0,1781,,Morocco,1
Canada,2022-11-27 16:00:00+00:00,World Cup,10,48.0,13.0,10.0,6.0,372.0,84.0,13.0,5.0,0.0,9.0,4.0,443.0,182.0,190.0,25.0,56.0,5.0,24.0,32.0,1.0,2.0,0.0,14.0,56.0,10.0,3.0,19.0,1.0,42.0,36.0,47.0,6.0,32.0,6.0,43.0,1782,,Croatia,1
Croatia,2022-11-27 16:00:00+00:00,World Cup,49,52.0,8.0,2.0,1.0,399.0,84.0,5.0,2.0,3.0,1.0,7.0,473.0,209.0,190.0,28.0,54.0,4.0,25.0,25.0,3.0,2.0,0.0,11.0,73.0,6.0,0.0,28.0,6.0,54.0,41.0,53.0,13.0,68.0,13.0,50.0,1782,,Canada,1
Germany,2022-11-27 19:00:00+00:00,World Cup,8,64.0,7.0,3.0,1.0,542.0,85.0,13.0,6.0,2.0,3.0,4.0,634.0,360.0,182.0,40.0,69.0,1.0,17.0,23.0,2.0,1.0,0.0,11.0,65.0,8.0,3.0,13.0,3.0,43.0,34.0,40.0,9.0,60.0,6.0,30.0,1783,,Spain,1
Spain,2022-11-27 19:00:00+00:00,World Cup,16,36.0,11.0,4.0,2.0,271.0,79.0,11.0,5.0,3.0,8.0,3.0,344.0,176.0,95.0,21.0,47.0,2.0,18.0,15.0,5.0,3.0,0.0,15.0,52.0,13.0,2.0,11.0,2.0,58.0,52.0,60.0,6.0,40.0,11.0,69.0,1783,,Germany,1
Serbia,2022-11-28 10:00:00+00:00,World Cup,51,41.0,13.0,8.0,3.0,244.0,72.0,8.0,4.0,3.0,9.0,4.0,340.0,127.0,117.0,29.0,42.0,1.0,5.0,24.0,0.0,2.0,0.0,2.0,25.0,19.0,2.0,22.0,2.0,46.0,31.0,52.0,15.0,54.0,10.0,53.0,1784,,Cameroon,1
Cameroon,2022-11-28 10:00:00+00:00,World Cup,33,59.0,15.0,5.0,4.0,409.0,81.0,13.0,3.0,2.0,10.0,5.0,503.0,205.0,204.0,13.0,32.0,4.0,19.0,20.0,4.0,2.0,0.0,7.0,44.0,5.0,2.0,15.0,5.0,42.0,29.0,48.0,13.0,46.0,5.0,71.0,1784,,Serbia,1
Ghana,2022-11-28 13:00:00+00:00,World Cup,23,63.0,22.0,7.0,3.0,455.0,86.0,13.0,12.0,10.0,16.0,6.0,528.0,188.0,267.0,39.0,61.0,17.0,37.0,23.0,1.0,2.0,0.0,8.0,53.0,2.0,0.0,19.0,0.0,47.0,25.0,42.0,22.0,55.0,1.0,11.0,1785,39.0,South Korea,1
South Korea,2022-11-28 13:00:00+00:00,World Cup,68,37.0,7.0,3.0,2.0,254.0,79.0,9.0,5.0,0.0,6.0,1.0,320.0,147.0,107.0,16.0,31.0,4.0,27.0,13.0,1.0,2.0,0.0,12.0,71.0,6.0,10.0,47.0,4.0,53.0,35.0,58.0,18.0,45.0,5.0,42.0,1785,15.0,Ghana,1
Switzerland,2022-11-28 16:00:00+00:00,World Cup,5,54.0,13.0,5.0,2.0,483.0,88.0,10.0,8.0,5.0,10.0,3.0,550.0,220.0,263.0,18.0,55.0,4.0,16.0,24.0,3.0,1.0,0.0,11.0,52.0,10.0,4.0,10.0,0.0,51.0,43.0,58.0,8.0,62.0,5.0,36.0,1786,,Brazil,1
Brazil,2022-11-28 16:00:00+00:00,World Cup,19,46.0,6.0,0.0,0.0,404.0,84.0,17.0,3.0,4.0,4.0,2.0,482.0,275.0,129.0,23.0,48.0,2.0,22.0,18.0,1.0,1.0,0.0,11.0,61.0,4.0,5.0,27.0,4.0,36.0,31.0,42.0,5.0,38.0,3.0,33.0,1786,,Switzerland,1
Uruguay,2022-11-28 19:00:00+00:00,World Cup,6,60.0,15.0,3.0,1.0,501.0,83.0,10.0,6.0,6.0,4.0,11.0,603.0,266.0,235.0,28.0,45.0,4.0,27.0,19.0,3.0,3.0,0.0,2.0,20.0,7.0,1.0,16.0,3.0,44.0,29.0,54.0,15.0,68.0,6.0,60.0,1787,,Portugal,1
Portugal,2022-11-28 19:00:00+00:00,World Cup,15,40.0,11.0,3.0,2.0,295.0,73.0,16.0,2.0,2.0,7.0,4.0,403.0,155.0,140.0,15.0,33.0,4.0,24.0,18.0,0.0,2.0,0.0,8.0,67.0,12.0,4.0,10.0,1.0,32.0,25.0,46.0,7.0,32.0,3.0,60.0,1787,,Uruguay,1
Senegal,2022-11-29 15:00:00+00:00,World Cup,31,61.0,9.0,4.0,1.0,336.0,77.0,23.0,3.0,2.0,6.0,3.0,434.0,212.0,124.0,20.0,34.0,7.0,33.0,23.0,0.0,0.0,0.0,13.0,87.0,7.0,4.0,22.0,1.0,47.0,26.0,38.0,21.0,55.0,3.0,43.0,1788,,Ecuador,1
Ecuador,2022-11-29 15:00:00+00:00,World Cup,17,39.0,14.0,3.0,3.0,181.0,68.0,11.0,6.0,4.0,10.0,4.0,267.0,81.0,100.0,18.0,32.0,4.0,19.0,17.0,3.0,1.0,0.0,6.0,60.0,10.0,2.0,28.0,3.0,59.0,42.0,62.0,17.0,45.0,10.0,67.0,1788,,Senegal,1
Qatar,2022-11-29 15:00:00+00:00,World Cup,7,63.0,13.0,4.0,2.0,718.0,92.0,19.0,4.0,3.0,10.0,3.0,783.0,223.0,495.0,26.0,74.0,1.0,17.0,13.0,5.0,1.0,0.0,6.0,38.0,10.0,0.0,10.0,3.0,37.0,27.0,47.0,10.0,50.0,4.0,67.0,1789,,Netherlands,1
Netherlands,2022-11-29 15:00:00+00:00,World Cup,34,37.0,5.0,3.0,0.0,371.0,82.0,9.0,2.0,0.0,1.0,4.0,452.0,205.0,166.0,35.0,51.0,4.0,29.0,13.0,0.0,0.0,0.0,7.0,70.0,12.0,2.0,9.0,2.0,41.0,31.0,53.0,10.0,50.0,4.0,33.0,1789,,Qatar,1
USA,2022-11-29 19:00:00+00:00,World Cup,20,49.0,4.0,1.0,1.0,361.0,77.0,14.0,1.0,0.0,3.0,1.0,466.0,202.0,159.0,38.0,48.0,3.0,19.0,21.0,2.0,3.0,0.0,11.0,50.0,12.0,3.0,16.0,4.0,53.0,35.0,48.0,18.0,50.0,5.0,56.0,1790,,Iran,1
Iran,2022-11-29 19:00:00+00:00,World Cup,11,51.0,12.0,5.0,2.0,397.0,84.0,10.0,5.0,3.0,8.0,4.0,474.0,185.0,212.0,34.0,64.0,1.0,5.0,22.0,1.0,1.0,0.0,8.0,67.0,5.0,1.0,20.0,0.0,56.0,38.0,52.0,18.0,50.0,14.0,58.0,1790,,USA,1
England,2022-11-29 19:00:00+00:00,World Cup,29,35.0,7.0,1.0,0.0,257.0,78.0,16.0,1.0,3.0,1.0,6.0,329.0,184.0,73.0,31.0,51.0,1.0,50.0,18.0,1.0,2.0,0.0,6.0,50.0,7.0,5.0,17.0,4.0,30.0,21.0,44.0,9.0,43.0,0.0,0.0,1791,,Wales,1
Wales,2022-11-29 19:00:00+00:00,World Cup,4,65.0,18.0,7.0,4.0,525.0,88.0,9.0,6.0,5.0,14.0,4.0,594.0,297.0,228.0,19.0,56.0,5.0,36.0,16.0,1.0,0.0,0.0,4.0,67.0,5.0,3.0,7.0,1.0,39.0,27.0,56.0,12.0,57.0,7.0,58.0,1791,,England,1
Denmark,2022-11-30 15:00:00+00:00,World Cup,24,31.0,8.0,4.0,0.0,195.0,64.0,11.0,2.0,2.0,4.0,4.0,304.0,88.0,107.0,28.0,42.0,2.0,18.0,32.0,1.0,2.0,0.0,7.0,47.0,12.0,5.0,32.0,3.0,54.0,28.0,53.0,26.0,60.0,4.0,36.0,1792,,Australia,1
Australia,2022-11-30 15:00:00+00:00,World Cup,21,69.0,13.0,3.0,0.0,548.0,83.0,10.0,6.0,5.0,11.0,2.0,664.0,292.0,256.0,49.0,56.0,4.0,15.0,27.0,3.0,1.0,0.0,9.0,82.0,7.0,1.0,20.0,3.0,42.0,25.0,47.0,17.0,40.0,4.0,25.0,1792,,Denmark,1
France,2022-11-30 15:00:00+00:00,World Cup,41,34.0,5.0,3.0,0.0,243.0,78.0,14.0,7.0,0.0,3.0,2.0,312.0,129.0,114.0,17.0,38.0,2.0,9.0,30.0,3.0,1.0,0.0,16.0,73.0,9.0,4.0,22.0,3.0,40.0,31.0,34.0,9.0,41.0,3.0,30.0,1793,,Tunisia,1
Tunisia,2022-11-30 15:00:00+00:00,World Cup,2,66.0,10.0,3.0,0.0,534.0,86.0,6.0,8.0,4.0,5.0,5.0,622.0,243.0,291.0,22.0,44.0,6.0,32.0,27.0,2.0,0.0,0.0,19.0,51.0,13.0,0.0,19.0,2.0,72.0,59.0,66.0,13.0,59.0,8.0,53.0,1793,,France,1
Argentina,2022-11-30 19:00:00+00:00,World Cup,28,27.0,4.0,0.0,0.0,245.0,77.0,6.0,1.0,2.0,2.0,2.0,317.0,172.0,73.0,31.0,48.0,2.0,40.0,16.0,0.0,1.0,0.0,7.0,41.0,7.0,4.0,28.0,9.0,35.0,27.0,53.0,8.0,38.0,0.0,0.0,1794,,Poland,1
Poland,2022-11-30 19:00:00+00:00,World Cup,1,73.0,23.0,12.0,6.0,800.0,92.0,11.0,9.0,4.0,20.0,3.0,868.0,298.0,502.0,22.0,69.0,4.0,22.0,18.0,1.0,1.0,0.0,9.0,69.0,5.0,2.0,8.0,0.0,37.0,24.0,47.0,13.0,62.0,6.0,46.0,1794,,Argentina,1
Mexico,2022-11-30 19:00:00+00:00,World Cup,53,39.0,10.0,2.0,1.0,166.0,58.0,20.0,1.0,1.0,7.0,3.0,287.0,73.0,93.0,21.0,31.0,2.0,22.0,26.0,2.0,6.0,0.0,7.0,47.0,8.0,9.0,27.0,8.0,51.0,31.0,41.0,20.0,53.0,2.0,20.0,1795,,Saudi Arabia,1
Saudi Arabia,2022-11-30 19:00:00+00:00,World Cup,14,61.0,26.0,11.0,4.0,320.0,75.0,18.0,8.0,8.0,10.0,16.0,426.0,170.0,150.0,27.0,42.0,8.0,26.0,23.0,6.0,1.0,0.0,7.0,44.0,7.0,1.0,10.0,1.0,62.0,44.0,59.0,18.0,47.0,8.0,67.0,1795,,Mexico,1
Morocco,2022-12-01 15:00:00+00:00,World Cup,49,59.0,5.0,0.0,1.0,453.0,86.0,14.0,6.0,1.0,4.0,1.0,524.0,247.0,206.0,19.0,46.0,4.0,21.0,23.0,4.0,4.0,0.0,8.0,62.0,7.0,2.0,9.0,0.0,50.0,40.0,48.0,10.0,56.0,13.0,50.0,1796,,Canada,1
Canada,2022-12-01 15:00:00+00:00,World Cup,13,41.0,6.0,2.0,1.0,295.0,79.0,14.0,2.0,2.0,3.0,3.0,373.0,218.0,77.0,26.0,46.0,1.0,13.0,20.0,4.0,0.0,0.0,16.0,70.0,12.0,1.0,20.0,0.0,52.0,44.0,52.0,8.0,44.0,8.0,50.0,1796,,Morocco,1
Belgium,2022-12-01 15:00:00+00:00,World Cup,10,48.0,11.0,4.0,0.0,471.0,85.0,7.0,2.0,1.0,7.0,4.0,554.0,239.0,232.0,34.0,61.0,5.0,24.0,27.0,4.0,0.0,0.0,2.0,22.0,6.0,5.0,22.0,3.0,31.0,21.0,43.0,10.0,50.0,3.0,27.0,1797,30.0,Croatia,1
Croatia,2022-12-01 15:00:00+00:00,World Cup,3,52.0,16.0,3.0,5.0,521.0,88.0,9.0,4.0,5.0,13.0,3.0,593.0,291.0,230.0,35.0,56.0,5.0,21.0,15.0,0.0,1.0,0.0,9.0,64.0,7.0,1.0,24.0,4.0,38.0,28.0,57.0,10.0,50.0,7.0,70.0,1797,29.0,Belgium,1
Germany,2022-12-01 19:00:00+00:00,World Cup,52,32.0,8.0,6.0,3.0,252.0,75.0,3.0,1.0,1.0,6.0,2.0,337.0,159.0,93.0,28.0,44.0,3.0,27.0,15.0,4.0,1.0,0.0,10.0,48.0,8.0,6.0,42.0,7.0,50.0,38.0,56.0,12.0,57.0,8.0,62.0,1798,,Costa Rica,1
Costa Rica,2022-12-01 19:00:00+00:00,World Cup,16,68.0,32.0,11.0,10.0,638.0,89.0,9.0,14.0,6.0,24.0,8.0,713.0,179.0,459.0,30.0,79.0,9.0,28.0,18.0,3.0,0.0,0.0,3.0,30.0,5.0,1.0,9.0,4.0,39.0,30.0,44.0,9.0,43.0,17.0,63.0,1798,,Germany,1
Spain,2022-12-01 19:00:00+00:00,World Cup,18,18.0,6.0,3.0,1.0,153.0,67.0,9.0,0.0,1.0,4.0,2.0,228.0,101.0,52.0,13.0,34.0,2.0,100.0,11.0,2.0,3.0,0.0,6.0,55.0,17.0,5.0,23.0,4.0,27.0,17.0,40.0,10.0,53.0,0.0,0.0,1799,,Japan,1
Japan,2022-12-01 19:00:00+00:00,World Cup,8,82.0,12.0,5.0,2.0,969.0,92.0,6.0,2.0,5.0,6.0,6.0,1058.0,384.0,585.0,43.0,75.0,4.0,18.0,22.0,2.0,0.0,0.0,9.0,82.0,3.0,1.0,5.0,1.0,34.0,25.0,60.0,9.0,47.0,5.0,42.0,1799,,Spain,1
Uruguay,2022-12-02 15:00:00+00:00,World Cup,68,50.0,10.0,4.0,1.0,344.0,80.0,18.0,5.0,3.0,5.0,5.0,432.0,155.0,189.0,17.0,44.0,2.0,9.0,32.0,2.0,2.0,0.0,15.0,65.0,7.0,1.0,17.0,4.0,60.0,49.0,54.0,11.0,34.0,15.0,63.0,1800,,Ghana,1
Ghana,2022-12-02 15:00:00+00:00,World Cup,15,50.0,12.0,7.0,3.0,335.0,77.0,11.0,2.0,0.0,7.0,5.0,433.0,168.0,167.0,27.0,48.0,4.0,36.0,24.0,2.0,5.0,0.0,13.0,57.0,10.0,3.0,19.0,4.0,63.0,42.0,46.0,21.0,66.0,3.0,25.0,1800,,Uruguay,1
Portugal,2022-12-02 15:00:00+00:00,World Cup,23,38.0,13.0,6.0,2.0,281.0,79.0,9.0,5.0,5.0,7.0,6.0,357.0,167.0,114.0,29.0,43.0,3.0,23.0,15.0,1.0,2.0,0.0,6.0,55.0,8.0,4.0,19.0,5.0,42.0,25.0,46.0,17.0,65.0,4.0,31.0,1801,15.0,South Korea,1
South Korea,2022-12-02 15:00:00+00:00,World Cup,6,62.0,13.0,6.0,2.0,503.0,88.0,10.0,4.0,4.0,7.0,6.0,574.0,251.0,252.0,45.0,62.0,5.0,28.0,20.0,5.0,0.0,0.0,8.0,67.0,6.0,5.0,11.0,4.0,38.0,29.0,54.0,9.0,35.0,8.0,57.0,1801,23.0,Portugal,1
Brazil,2022-12-02 19:00:00+00:00,World Cup,51,35.0,7.0,3.0,2.0,231.0,77.0,14.0,3.0,1.0,5.0,2.0,299.0,118.0,113.0,28.0,56.0,4.0,36.0,11.0,0.0,3.0,1.0,12.0,55.0,10.0,3.0,32.0,7.0,59.0,43.0,52.0,16.0,64.0,8.0,47.0,1802,,Cameroon,1
Cameroon,2022-12-02 19:00:00+00:00,World Cup,5,65.0,21.0,7.0,4.0,475.0,88.0,14.0,11.0,3.0,16.0,5.0,541.0,248.0,227.0,22.0,76.0,8.0,30.0,15.0,1.0,2.0,0.0,11.0,58.0,3.0,1.0,12.0,2.0,49.0,40.0,48.0,9.0,36.0,10.0,56.0,1802,,Brazil,1
Switzerland,2022-12-02 19:00:00+00:00,World Cup,33,54.0,12.0,4.0,1.0,363.0,78.0,18.0,2.0,2.0,11.0,1.0,466.0,200.0,163.0,21.0,40.0,8.0,36.0,23.0,0.0,7.0,0.0,4.0,31.0,6.0,3.0,9.0,4.0,48.0,29.0,49.0,19.0,56.0,2.0,33.0,1803,,Serbia,1
Serbia,2022-12-02 19:00:00+00:00,World Cup,19,46.0,14.0,7.0,6.0,319.0,77.0,14.0,0.0,3.0,10.0,4.0,415.0,169.0,150.0,31.0,48.0,2.0,25.0,22.0,0.0,4.0,0.0,5.0,50.0,12.0,2.0,17.0,2.0,45.0,30.0,51.0,15.0,44.0,3.0,43.0,1803,,Switzerland,1
USA,2022-12-03 15:00:00+00:00,World Cup,7,42.0,11.0,6.0,3.0,315.0,76.0,10.0,4.0,1.0,7.0,4.0,414.0,197.0,118.0,26.0,42.0,2.0,25.0,16.0,0.0,2.0,0.0,11.0,50.0,12.0,6.0,27.0,5.0,43.0,31.0,53.0,12.0,50.0,5.0,38.0,1804,,Netherlands,1
Netherlands,2022-12-03 15:00:00+00:00,World Cup,11,58.0,17.0,8.0,3.0,473.0,83.0,5.0,5.0,4.0,11.0,6.0,569.0,234.0,239.0,30.0,57.0,3.0,11.0,21.0,3.0,0.0,0.0,7.0,50.0,11.0,1.0,11.0,4.0,39.0,27.0,47.0,12.0,50.0,5.0,33.0,1804,,USA,1
Australia,2022-12-03 19:00:00+00:00,World Cup,1,61.0,14.0,5.0,4.0,610.0,88.0,8.0,1.0,2.0,11.0,3.0,695.0,359.0,251.0,16.0,38.0,1.0,20.0,24.0,3.0,0.0,0.0,8.0,53.0,7.0,2.0,18.0,1.0,45.0,32.0,59.0,13.0,48.0,3.0,38.0,1805,,Argentina,1
Argentina,2022-12-03 19:00:00+00:00,World Cup,24,39.0,5.0,1.0,1.0,359.0,83.0,15.0,3.0,2.0,3.0,2.0,435.0,267.0,92.0,36.0,57.0,2.0,13.0,23.0,0.0,2.0,0.0,4.0,36.0,8.0,2.0,10.0,3.0,36.0,22.0,41.0,14.0,52.0,4.0,36.0,1805,,Australia,1
Poland,2022-12-04 15:00:00+00:00,World Cup,2,55.0,16.0,8.0,1.0,476.0,86.0,10.0,7.0,3.0,10.0,6.0,551.0,202.0,274.0,20.0,48.0,4.0,16.0,19.0,3.0,1.0,0.0,7.0,64.0,9.0,6.0,8.0,1.0,42.0,30.0,48.0,12.0,52.0,11.0,69.0,1806,,France,1
France,2022-12-04 15:00:00+00:00,World Cup,28,45.0,12.0,3.0,2.0,377.0,83.0,8.0,1.0,5.0,9.0,3.0,456.0,217.0,160.0,12.0,28.0,7.0,44.0,13.0,1.0,2.0,0.0,11.0,65.0,6.0,3.0,20.0,5.0,43.0,32.0,52.0,11.0,48.0,6.0,50.0,1806,,Poland,1
Senegal,2022-12-04 19:00:00+00:00,World Cup,4,61.0,8.0,4.0,3.0,505.0,86.0,16.0,3.0,0.0,7.0,1.0,589.0,328.0,177.0,39.0,60.0,5.0,33.0,18.0,0.0,0.0,0.0,14.0,67.0,9.0,4.0,9.0,1.0,48.0,39.0,57.0,9.0,33.0,7.0,54.0,1807,,England,1
England,2022-12-04 19:00:00+00:00,World Cup,17,39.0,10.0,1.0,1.0,295.0,80.0,12.0,3.0,4.0,4.0,6.0,368.0,180.0,115.0,27.0,47.0,3.0,23.0,15.0,0.0,1.0,0.0,8.0,73.0,6.0,0.0,17.0,1.0,47.0,29.0,43.0,18.0,67.0,2.0,29.0,1807,,Senegal,1
Croatia,2022-12-05 15:00:00+00:00,World Cup,18,42.0,13.0,4.0,3.0,394.0,75.0,13.0,8.0,4.0,5.0,8.0,524.0,203.0,191.0,27.0,34.0,6.0,21.0,29.0,3.0,0.0,0.0,7.0,54.0,7.0,7.0,31.0,3.0,57.0,32.0,53.0,25.0,42.0,4.0,57.0,1808,,Japan,1
Japan,2022-12-05 15:00:00+00:00,World Cup,10,58.0,17.0,4.0,2.0,608.0,84.0,16.0,5.0,7.0,9.0,8.0,725.0,299.0,309.0,24.0,48.0,11.0,31.0,28.0,0.0,2.0,0.0,11.0,79.0,5.0,4.0,31.0,3.0,62.0,28.0,47.0,34.0,58.0,2.0,40.0,1808,,Croatia,1
South Korea,2022-12-05 19:00:00+00:00,World Cup,5,53.0,18.0,9.0,7.0,544.0,89.0,8.0,5.0,2.0,14.0,4.0,609.0,303.0,241.0,25.0,61.0,1.0,8.0,15.0,0.0,0.0,0.0,8.0,53.0,12.0,0.0,8.0,5.0,39.0,32.0,48.0,7.0,37.0,5.0,33.0,1809,33.0,Brazil,1
Brazil,2022-12-05 19:00:00+00:00,World Cup,23,47.0,8.0,6.0,1.0,458.0,87.0,13.0,4.0,0.0,4.0,4.0,529.0,228.0,230.0,27.0,60.0,1.0,7.0,13.0,5.0,1.0,0.0,12.0,57.0,11.0,2.0,11.0,5.0,46.0,34.0,52.0,12.0,63.0,5.0,38.0,1809,11.0,South Korea,1
Spain,2022-12-06 15:00:00+00:00,World Cup,13,23.0,6.0,2.0,1.0,216.0,71.0,15.0,0.0,0.0,3.0,3.0,305.0,139.0,77.0,20.0,32.0,4.0,36.0,29.0,5.0,1.0,0.0,16.0,62.0,8.0,5.0,41.0,1.0,60.0,50.0,59.0,10.0,42.0,10.0,67.0,1810,,Morocco,1
Morocco,2022-12-06 15:00:00+00:00,World Cup,8,77.0,13.0,1.0,3.0,926.0,91.0,14.0,8.0,5.0,9.0,4.0,1019.0,324.0,602.0,35.0,64.0,5.0,19.0,33.0,4.0,1.0,0.0,5.0,45.0,4.0,0.0,13.0,2.0,49.0,35.0,41.0,14.0,58.0,9.0,43.0,1810,,Spain,1
Switzerland,2022-12-06 19:00:00+00:00,World Cup,6,48.0,15.0,9.0,5.0,372.0,83.0,12.0,6.0,3.0,11.0,4.0,449.0,228.0,144.0,23.0,40.0,6.0,43.0,18.0,3.0,0.0,0.0,13.0,81.0,8.0,5.0,10.0,1.0,39.0,29.0,60.0,10.0,48.0,3.0,60.0,1811,,Portugal,1
Portugal,2022-12-06 19:00:00+00:00,World Cup,19,52.0,10.0,3.0,2.0,412.0,84.0,10.0,6.0,4.0,5.0,5.0,488.0,249.0,163.0,23.0,47.0,1.0,7.0,27.0,3.0,2.0,0.0,4.0,80.0,5.0,3.0,14.0,3.0,30.0,19.0,40.0,11.0,52.0,2.0,22.0,1811,,Switzerland,1
Brazil,2022-12-09 15:00:00+00:00,World Cup,10,50.0,9.0,1.0,0.0,613.0,88.0,22.0,3.0,3.0,5.0,4.0,694.0,335.0,278.0,36.0,65.0,6.0,25.0,12.0,3.0,2.0,0.0,17.0,61.0,9.0,7.0,32.0,11.0,68.0,55.0,56.0,13.0,52.0,5.0,63.0,1812,,Croatia,1
Croatia,2022-12-09 15:00:00+00:00,World Cup,5,50.0,21.0,11.0,4.0,609.0,89.0,24.0,7.0,7.0,15.0,6.0,684.0,271.0,338.0,19.0,56.0,7.0,29.0,24.0,3.0,3.0,0.0,11.0,69.0,13.0,3.0,15.0,0.0,56.0,44.0,44.0,12.0,48.0,7.0,33.0,1812,,Brazil,1
Argentina,2022-12-09 19:00:00+00:00,World Cup,7,52.0,6.0,2.0,0.0,529.0,83.0,30.0,2.0,3.0,4.0,2.0,634.0,322.0,207.0,39.0,57.0,6.0,24.0,29.0,1.0,6.0,1.0,9.0,50.0,15.0,3.0,14.0,3.0,55.0,36.0,40.0,19.0,59.0,2.0,15.0,1813,,Netherlands,1
Netherlands,2022-12-09 19:00:00+00:00,World Cup,1,48.0,14.0,5.0,2.0,499.0,83.0,18.0,8.0,4.0,5.0,9.0,602.0,266.0,233.0,17.0,33.0,2.0,17.0,19.0,2.0,8.0,0.0,13.0,68.0,6.0,3.0,19.0,0.0,68.0,55.0,60.0,13.0,41.0,7.0,70.0,1813,,Argentina,1
Portugal,2022-12-10 15:00:00+00:00,World Cup,13,27.0,9.0,3.0,2.0,176.0,71.0,15.0,3.0,0.0,5.0,4.0,247.0,127.0,49.0,27.0,49.0,3.0,43.0,11.0,2.0,1.0,1.0,7.0,58.0,9.0,3.0,35.0,3.0,41.0,29.0,48.0,12.0,48.0,9.0,53.0,1814,,Morocco,1
Morocco,2022-12-10 15:00:00+00:00,World Cup,6,73.0,12.0,3.0,3.0,567.0,86.0,9.0,9.0,3.0,8.0,4.0,663.0,265.0,302.0,27.0,48.0,8.0,23.0,27.0,2.0,1.0,0.0,8.0,67.0,9.0,0.0,2.0,2.0,45.0,32.0,52.0,13.0,52.0,6.0,46.0,1814,,Portugal,1
France,2022-12-10 19:00:00+00:00,World Cup,4,57.0,16.0,8.0,3.0,441.0,88.0,10.0,5.0,4.0,8.0,8.0,503.0,249.0,192.0,23.0,56.0,6.0,33.0,16.0,1.0,1.0,0.0,10.0,63.0,8.0,1.0,13.0,3.0,52.0,34.0,59.0,18.0,49.0,4.0,44.0,1815,,England,1
